commodity_name,commodity_code,commodity_weight,date_code,wpi_index,date
f. Manufacture of grain mill products,1301060000,2.00952,INDX122018,144.0,2018-12-01
f. Manufacture of lifting and handling equipment,1318060000,0.28509,INDX122018,112.2,2018-12-01
f. Manufacture of other fabricated metal products,1315060000,0.72841,INDX122018,124.3,2018-12-01
f. Manufacture of other textiles,1304060000,0.20089,INDX122018,120.5,2018-12-01
"f. Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",1310060000,0.61219,INDX122018,117.5,2018-12-01
f. Manufacture of watches and clocks,1316060000,0.07551,INDX122018,138.6,2018-12-01
"g. Cutting, shaping and finishing of stone",1313070000,0.23351,INDX122018,118.5,2018-12-01
"g. Manufacture of irradiation, electromedical and electrotherapeutic equipment",1316070000,0.05546,INDX122018,105.4,2018-12-01
g. Manufacture of office machinery and equipment,1318070000,0.00582,INDX122018,130.2,2018-12-01
g. Manufacture of other chemical products,1310070000,0.69227,INDX122018,117.4,2018-12-01
g. Manufacture of other electrical equipment,1317070000,0.20589,INDX122018,109.8,2018-12-01
g. Manufacture of starches and starch products,1301070000,0.10955,INDX122018,120.1,2018-12-01
g. Stainless Steel - Semi Finished,1314070000,0.92396,INDX122018,112.8,2018-12-01
h. Manufacture of bakery products,1301080000,0.21459,INDX122018,129.7,2018-12-01
h. Manufacture of man-made fibres,1310080000,0.29636,INDX122018,103.3,2018-12-01
h. Manufacture of optical instruments and photographic equipment,1316080000,0.00751,INDX122018,107.4,2018-12-01
h. Manufacture of other general-purpose machinery,1318080000,0.43675,INDX122018,129.9,2018-12-01
h. Manufacture of other non-metallic mineral products,1313080000,0.16911,INDX122018,135.9,2018-12-01
h. Pipes & tubes,1314080000,0.20534,INDX122018,127.3,2018-12-01
i. Manufacture of agricultural and forestry machinery,1318090000,0.83265,INDX122018,118.0,2018-12-01
i. Manufacture of non-ferrous metals incl. precious metals,1314090000,1.69264,INDX122018,111.3,2018-12-01
"i. Manufacture of sugar, molasses & honey",1301090000,1.16275,INDX122018,110.2,2018-12-01
j. Castings,1314100000,0.92451,INDX122018,109.8,2018-12-01
"j. Manufacture of cocoa, chocolate and sugar confectionery",1301100000,0.17501,INDX122018,126.6,2018-12-01
j. Manufacture of metal-forming machinery and machine tools,1318100000,0.22363,INDX122018,103.3,2018-12-01
k. Forgings of steel,1314110000,0.27051,INDX122018,136.8,2018-12-01
"k. Manufacture of macaroni, noodles, couscous and similar farinaceous products",1301110000,0.0264,INDX122018,137.0,2018-12-01
"k. Manufacture of machinery for mining, quarrying and construction",1318110000,0.37079,INDX122018,75.5,2018-12-01
l. Manufacture of Tea & Coffee products,1301120000,0.37083,INDX122018,136.5,2018-12-01
"l. Manufacture of machinery for food, beverage and tobacco processing",1318120000,0.22793,INDX122018,127.5,2018-12-01
m. Manufacture of Processed condiments & salt,1301130000,0.16302,INDX122018,123.4,2018-12-01
"m. Manufacture of machinery for textile, apparel and leather production",1318130000,0.19214,INDX122018,118.0,2018-12-01
n. Manufacture of other special-purpose machinery,1318140000,0.46834,INDX122018,124.3,2018-12-01
n. Manufacture of processed ready to eat food,1301140000,0.02428,INDX122018,127.3,2018-12-01
o. Manufacture of Health supplements,1301150000,0.225,INDX122018,145.9,2018-12-01
o. Manufacture of renewable electricity generating equipment,1318150000,0.04559,INDX122018,67.0,2018-12-01
p. Manufacture of prepared animal feeds,1301160000,0.3563,INDX122018,159.2,2018-12-01
slag cement,1313050004,0.0983,INDX122018,122.5,2018-12-01
(A).  FOOD ARTICLES,1101000000,15.25585,INDX012019,144.2,2019-01-01
(A). COAL,1201000000,2.13813,INDX012019,123.6,2019-01-01
(A). MANUFACTURE OF FOOD PRODUCTS,1301000000,9.12173,INDX012019,128.4,2019-01-01
(B).  NON-FOOD ARTICLES,1102000000,4.11894,INDX012019,123.4,2019-01-01
(B). MANUFACTURE OF BEVERAGES,1302000000,0.90907,INDX012019,121.9,2019-01-01
(B). MINERAL OILS,1202000000,7.94968,INDX012019,88.4,2019-01-01
(C).  MINERALS,1103000000,0.83317,INDX012019,136.7,2019-01-01
(C). ELECTRICITY,1203000000,3.06409,INDX012019,110.7,2019-01-01
(C). MANUFACTURE OF TOBACCO PRODUCTS,1303000000,0.51357,INDX012019,150.7,2019-01-01
(D). CRUDE PETROLEUM & NATURAL GAS,1104000000,2.4096,INDX012019,84.7,2019-01-01
(D). MANUFACTURE OF TEXTILES,1304000000,4.88068,INDX012019,119.0,2019-01-01
(E). MANUFACTURE OF WEARING APPAREL,1305000000,0.81414,INDX012019,138.3,2019-01-01
(F). MANUFACTURE OF LEATHER AND RELATED PRODUCTS,1306000000,0.5354,INDX012019,121.3,2019-01-01
(G). MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK,1307000000,0.77181,INDX012019,134.2,2019-01-01
(H). MANUFACTURE OF PAPER AND PAPER PRODUCTS,1308000000,1.11322,INDX012019,124.9,2019-01-01
(I). PRINTING AND REPRODUCTION OF RECORDED MEDIA,1309000000,0.67622,INDX012019,145.4,2019-01-01
(J). MANUFACTURE OF CHEMICALS AND CHEMICAL PRODUCTS,1310000000,6.46505,INDX012019,119.6,2019-01-01
"(K). MANUFACTURE OF PHARMACEUTICALS, MEDICINAL CHEMICAL AND BOTANICAL PRODUCTS",1311000000,1.99345,INDX012019,126.1,2019-01-01
(L). MANUFACTURE OF RUBBER AND PLASTICS PRODUCTS,1312000000,2.29851,INDX012019,110.1,2019-01-01
(M). MANUFACTURE OF OTHER NON-METALLIC MINERAL PRODUCTS,1313000000,3.20176,INDX012019,116.3,2019-01-01
(N). MANUFACTURE OF BASIC METALS,1314000000,9.64632,INDX012019,110.1,2019-01-01
"(O). MANUFACTURE OF FABRICATED METAL PRODUCTS, EXCEPT MACHINERY AND EQUIPMENT",1315000000,3.15498,INDX012019,116.4,2019-01-01
"(P). MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",1316000000,2.00875,INDX012019,111.5,2019-01-01
(Q). MANUFACTURE OF ELECTRICAL EQUIPMENT,1317000000,2.9297,INDX012019,112.1,2019-01-01
(R). MANUFACTURE OF MACHINERY AND EQUIPMENT,1318000000,4.78899,INDX012019,111.8,2019-01-01
"(S). MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS",1319000000,4.96853,INDX012019,113.3,2019-01-01
(T). MANUFACTURE OF OTHER TRANSPORT EQUIPMENT,1320000000,1.64777,INDX012019,112.9,2019-01-01
(U). MANUFACTURE OF FURNITURE,1321000000,0.72672,INDX012019,130.9,2019-01-01
(V). OTHER MANUFACTURING,1322000000,1.06417,INDX012019,106.9,2019-01-01
2/3 wheeler Tyre,1312010003,0.0403,INDX012019,104.6,2019-01-01
2/3 wheeler rubber tube,1312010009,0.01601,INDX012019,124.0,2019-01-01
A C Motor,1317010005,0.02218,INDX012019,118.2,2019-01-01
ACSR Conductors,1317040004,0.04741,INDX012019,116.3,2019-01-01
API & formulations of vitamins,1311010007,0.70266,INDX012019,130.7,2019-01-01
ATF,1202000004,0.31991,INDX012019,89.9,2019-01-01
Acetic acid and Its Derivatives,1310010004,0.02452,INDX012019,116.1,2019-01-01
Acrylic fibre,1310080002,0.04353,INDX012019,105.6,2019-01-01
Acrylic/plastic sheet,1312030015,0.01563,INDX012019,115.7,2019-01-01
Additive,1310070009,0.08986,INDX012019,117.5,2019-01-01
Adhesive excluding gum,1310070004,0.12705,INDX012019,106.9,2019-01-01
Adhesive tape (non-medicinal),1310070005,0.02592,INDX012019,111.9,2019-01-01
Aerated drinks/soft drinks (incl. soft drink concentrates),1302030001,0.25793,INDX012019,132.4,2019-01-01
Agarbatti,1310060005,0.02364,INDX012019,115.8,2019-01-01
Agricultural tractors,1318090001,0.52772,INDX012019,117.7,2019-01-01
Agriculture implements,1318090003,0.26218,INDX012019,121.0,2019-01-01
Agro chemical formulation,1310040002,0.06434,INDX012019,142.8,2019-01-01
Air Coolers,1317060003,0.00697,INDX012019,120.6,2019-01-01
Air conditioner,1316040002,0.20393,INDX012019,117.2,2019-01-01
Air conditioning plant,1318080003,0.00015,INDX012019,111.5,2019-01-01
Air filters,1318080002,0.25613,INDX012019,138.2,2019-01-01
Air gas compressor including compressor for refrigerator,1318030004,0.05445,INDX012019,108.1,2019-01-01
Air or vacuum pump,1318030003,0.17456,INDX012019,105.9,2019-01-01
Alcohols,1310010022,0.12767,INDX012019,127.3,2019-01-01
Alkyl Benzene,1310010011,0.07318,INDX012019,90.4,2019-01-01
All commodities,1000000000,100.0,INDX012019,119.2,2019-01-01
Alloy steel Wire rods,1314060001,0.06671,INDX012019,109.3,2019-01-01
Alloy steel castings,1314100003,0.02077,INDX012019,130.1,2019-01-01
Almonds,1101020219,0.02469,INDX012019,197.6,2019-01-01
Aluminium Disk and Circles,1314090008,0.03952,INDX012019,104.1,2019-01-01
Aluminium alloys,1314090007,0.06796,INDX012019,113.1,2019-01-01
Aluminium castings,1314100004,0.06169,INDX012019,111.0,2019-01-01
Aluminium ingot,1314090012,0.4026,INDX012019,115.7,2019-01-01
Aluminium metal,1314090003,0.00188,INDX012019,108.8,2019-01-01
Aluminium powder,1314090004,0.09148,INDX012019,121.7,2019-01-01
Aluminium shapes - bars/rods/flats,1314090010,0.21326,INDX012019,115.7,2019-01-01
Aluminium utensils,1315060004,0.02264,INDX012019,116.9,2019-01-01
Aluminium wire,1317040006,0.01353,INDX012019,119.0,2019-01-01
Aluminium/Alloy Conductor,1317040005,0.02667,INDX012019,124.3,2019-01-01
Alumnium Foil,1314090009,0.07863,INDX012019,116.5,2019-01-01
Amine,1310010016,0.05566,INDX012019,139.0,2019-01-01
Amla,1101020216,0.01837,INDX012019,132.0,2019-01-01
Ammonia gas,1310020007,0.04383,INDX012019,100.0,2019-01-01
Ammonia liquid,1310020008,0.02116,INDX012019,128.9,2019-01-01
Ammonium nitrate,1310010025,0.01281,INDX012019,118.8,2019-01-01
Ammonium phosphate,1310020006,0.04093,INDX012019,150.8,2019-01-01
Ammonium sulphate,1310020003,0.0342,INDX012019,110.6,2019-01-01
Amplifier,1317010009,0.0011,INDX012019,117.2,2019-01-01
"Angles, Channels, Sections, steel (coated/not)",1314040004,0.01267,INDX012019,115.4,2019-01-01
"Aniline (including pna, ona, ocpna)",1310010017,0.03068,INDX012019,120.8,2019-01-01
Anti allergic drugs,1311010015,0.00959,INDX012019,114.4,2019-01-01
Anti cancer drugs,1311010002,0.08012,INDX012019,80.1,2019-01-01
Anti inflammatory preparation,1311010001,0.00306,INDX012019,135.3,2019-01-01
Anti-malarial drugs,1311010021,0.06041,INDX012019,95.7,2019-01-01
Anti-retroviral drugs for HIV treatment,1311010005,0.01316,INDX012019,102.4,2019-01-01
Antibiotics & preparations thereof,1311010013,0.23061,INDX012019,119.8,2019-01-01
Antidiabetic drug excluding insulin (i.e. tolbutam),1311010006,0.11682,INDX012019,120.1,2019-01-01
Antioxidants,1311010016,0.02243,INDX012019,140.9,2019-01-01
"Antipyretic, analgesic, anti-inflammatory formulations",1311010003,0.00358,INDX012019,140.1,2019-01-01
Antiseptics and disinfectants,1311010017,0.0146,INDX012019,105.4,2019-01-01
Apple,1101020203,0.07505,INDX012019,91.1,2019-01-01
Arhar,1101010202,0.12914,INDX012019,127.8,2019-01-01
Aromatic chemicals,1310010005,0.03278,INDX012019,123.4,2019-01-01
Asbestos corrugated sheet,1313060001,0.12181,INDX012019,114.4,2019-01-01
Athletic/sport shoes,1306030002,0.01651,INDX012019,114.3,2019-01-01
Auto rickshaw/Tempo/Matador/Three wheelers,1320030003,0.01273,INDX012019,134.8,2019-01-01
Auxiliary plant for use with boilers,1315030002,0.02212,INDX012019,100.1,2019-01-01
Axles of motor vehicles,1319020005,0.12553,INDX012019,110.7,2019-01-01
Ayurvedic medicaments,1311010009,0.06506,INDX012019,141.7,2019-01-01
"Babies garments, knitted",1305020003,0.08874,INDX012019,138.5,2019-01-01
Bagasse,1301090003,0.0276,INDX012019,136.8,2019-01-01
Bajra,1101010104,0.08637,INDX012019,171.2,2019-01-01
Banana,1101020201,0.32937,INDX012019,133.1,2019-01-01
Barley,1101010106,0.01437,INDX012019,159.2,2019-01-01
Base paper,1308010004,0.01093,INDX012019,121.6,2019-01-01
Basmati rice,1301060008,0.4264,INDX012019,115.6,2019-01-01
Batteries,1317020004,0.19028,INDX012019,117.7,2019-01-01
Bauxite,1103010001,0.00842,INDX012019,263.1,2019-01-01
Beans,1101020118,0.08309,INDX012019,113.1,2019-01-01
Bed linen/Bed Spread,1304040001,0.05655,INDX012019,127.1,2019-01-01
Beef and Buffalo Meat,1101040005,0.16159,INDX012019,152.9,2019-01-01
Beer,1302020001,0.16276,INDX012019,125.3,2019-01-01
Belt & Other Articles of Leather,1306020002,0.01909,INDX012019,126.9,2019-01-01
Betel Leaves,1101060003,0.14419,INDX012019,91.4,2019-01-01
Betelnut/Arecanut,1101050006,0.08487,INDX012019,194.1,2019-01-01
Bicycles of all types,1320040001,0.117,INDX012019,129.3,2019-01-01
Biri,1303010002,0.11183,INDX012019,187.6,2019-01-01
"Biscuit, cookies",1301080001,0.15875,INDX012019,123.8,2019-01-01
Bitter gourd,1101020116,0.02261,INDX012019,147.0,2019-01-01
Bitumen,1202000007,0.22677,INDX012019,80.6,2019-01-01
Black Pepper,1101050001,0.02098,INDX012019,136.6,2019-01-01
Blankets,1304040002,0.00895,INDX012019,95.0,2019-01-01
Body (for commercial motor vehicles),1319010005,0.08918,INDX012019,107.8,2019-01-01
Boilers,1315030001,0.1225,INDX012019,105.7,2019-01-01
"Bolts, screws, nuts & nails of Iron & steel",1315060001,0.18662,INDX012019,115.9,2019-01-01
Bottle gourd,1101020117,0.02323,INDX012019,119.0,2019-01-01
Bottled Mineral water,1302030002,0.01755,INDX012019,124.3,2019-01-01
Bracket,1315010006,0.00358,INDX012019,122.5,2019-01-01
"Brake pad/brake liner/brake block/Brake rubber, others",1319020010,0.10145,INDX012019,116.2,2019-01-01
Brass metal/sheet/coils,1314090011,0.01026,INDX012019,115.0,2019-01-01
"Bread, buns & croissant",1301080002,0.035,INDX012019,155.7,2019-01-01
Brinjal,1101020109,0.24125,INDX012019,164.5,2019-01-01
Bristle paper board,1308010011,0.03288,INDX012019,122.3,2019-01-01
"Buffalo meat, fresh/frozen",1301010001,0.07438,INDX012019,130.9,2019-01-01
Butter,1301050003,0.52138,INDX012019,137.3,2019-01-01
Cabbage,1101020111,0.12251,INDX012019,108.6,2019-01-01
"Cakes, pastries & muffins",1301080003,0.02084,INDX012019,134.1,2019-01-01
Camphor,1310010015,0.00751,INDX012019,227.7,2019-01-01
Canvas shoes,1306030003,0.01281,INDX012019,132.6,2019-01-01
Capacitors,1316010001,0.20041,INDX012019,98.4,2019-01-01
Carbon Black,1310010008,0.10555,INDX012019,117.9,2019-01-01
Card board,1308010007,0.031,INDX012019,111.2,2019-01-01
Card board box,1308020003,0.02722,INDX012019,124.5,2019-01-01
Cardamom,1101050004,0.01434,INDX012019,134.3,2019-01-01
"Cardigans and pullovers, knitted",1305020001,0.03253,INDX012019,122.6,2019-01-01
Carpets and other floor coverings of textiles,1304060002,0.12792,INDX012019,132.7,2019-01-01
Carrom board,1322040002,0.00045,INDX012019,133.0,2019-01-01
Carrot,1101020112,0.01874,INDX012019,96.0,2019-01-01
Cashew nut,1101020205,0.06583,INDX012019,169.7,2019-01-01
"Cast iron, castings",1314100001,0.0555,INDX012019,114.2,2019-01-01
Castor Oil,1301040006,0.02955,INDX012019,118.2,2019-01-01
Castor Seed,1102020007,0.09763,INDX012019,121.8,2019-01-01
Catalysts,1310010026,0.01697,INDX012019,134.9,2019-01-01
Cauliflower,1101020108,0.16697,INDX012019,130.5,2019-01-01
Caustic soda (sodium hydroxide),1310010006,0.08237,INDX012019,166.8,2019-01-01
Cement blocks (concrete),1313060004,0.04345,INDX012019,121.7,2019-01-01
Cement superfine,1313050007,0.07761,INDX012019,108.9,2019-01-01
Centrifugal Pumps,1318030001,0.02796,INDX012019,113.4,2019-01-01
Ceramic tiles (Vitrified tiles),1313020002,0.17903,INDX012019,114.4,2019-01-01
Chain,1319020015,0.0219,INDX012019,109.1,2019-01-01
Chassis of different vehicle types,1319010004,0.15893,INDX012019,112.4,2019-01-01
Chemical equipment & system,1318140003,0.00731,INDX012019,144.1,2019-01-01
"Chicken/duck, dressed - fresh/frozen",1301010004,0.0109,INDX012019,132.0,2019-01-01
Chillers,1318080001,0.00436,INDX012019,122.4,2019-01-01
Chillies (Dry),1101050002,0.14056,INDX012019,119.3,2019-01-01
Chocolate & cocoa powder,1301100001,0.09685,INDX012019,130.7,2019-01-01
Chrome Tanned Leather,1306010002,0.14213,INDX012019,107.7,2019-01-01
Chromite,1103010002,0.02645,INDX012019,73.6,2019-01-01
Cigarette,1303010001,0.16619,INDX012019,160.6,2019-01-01
Clinker,1313050002,0.31582,INDX012019,114.6,2019-01-01
Clock,1316060003,0.00513,INDX012019,130.8,2019-01-01
Clutches and shaft couplings,1318040003,0.01187,INDX012019,108.3,2019-01-01
Coconut (Fresh),1101020206,0.07873,INDX012019,217.1,2019-01-01
Coffee,1101060002,0.09879,INDX012019,97.3,2019-01-01
Coffee powder with chicory,1301120003,0.00616,INDX012019,148.4,2019-01-01
Coir Fibre,1102010006,0.01555,INDX012019,125.2,2019-01-01
Coking Coal,1201010001,0.64703,INDX012019,133.9,2019-01-01
"Cold Rolled (CR) Coils & Sheets, including Narrow Strip",1314050002,0.09307,INDX012019,114.9,2019-01-01
Colour TV,1316040001,0.43702,INDX012019,97.5,2019-01-01
Computer peripherals,1316020003,0.03574,INDX012019,93.1,2019-01-01
Concrete vibrator & mixture,1318110007,0.01692,INDX012019,102.8,2019-01-01
Condensed Milk,1301050001,0.02154,INDX012019,138.1,2019-01-01
Condoms,1312020007,0.0131,INDX012019,115.5,2019-01-01
Connector/plug/socket/holder-electric,1317040010,0.04832,INDX012019,123.6,2019-01-01
Conveyer belt (fibre based),1312020005,0.04791,INDX012019,94.1,2019-01-01
Conveyors - non-roller type,1318080005,0.00093,INDX012019,85.5,2019-01-01
Cooling tower,1317010002,0.00949,INDX012019,126.0,2019-01-01
Copper Concentrate,1103010006,0.33393,INDX012019,137.0,2019-01-01
"Copper bolts, screws, nuts",1315050004,0.00012,INDX012019,110.4,2019-01-01
Copper metal/Copper Rings,1314090001,0.11676,INDX012019,104.6,2019-01-01
Copper shapes - bars/rods/plates/strips,1314090006,0.62858,INDX012019,100.4,2019-01-01
Copper wire,1317040007,0.07782,INDX012019,108.4,2019-01-01
Copra (Coconut),1102020004,0.0731,INDX012019,209.6,2019-01-01
Copra oil,1301040010,0.02769,INDX012019,185.0,2019-01-01
Cordage/ropes/twines of jute and coir,1304050002,0.08865,INDX012019,143.4,2019-01-01
Coriander,1101050009,0.02154,INDX012019,151.7,2019-01-01
Corn Flake,1301150001,0.18477,INDX012019,154.5,2019-01-01
Corrugated paper board,1308020002,0.01591,INDX012019,121.8,2019-01-01
Corrugated sheet box,1308020001,0.19469,INDX012019,108.7,2019-01-01
Cotton Dyed/printed textile,1304040004,0.049,INDX012019,129.6,2019-01-01
Cotton Seed,1102020003,0.01106,INDX012019,140.8,2019-01-01
Cotton Towel,1304040005,0.09734,INDX012019,153.8,2019-01-01
Cotton Yarn,1304010001,1.34192,INDX012019,118.6,2019-01-01
"Cotton cloth (dyed, printed, or otherwise finished/processed)",1304020004,0.94619,INDX012019,123.6,2019-01-01
Cotton hosiery cloth,1304030002,0.01582,INDX012019,118.1,2019-01-01
Cotton seed Oil,1301040011,0.07081,INDX012019,106.7,2019-01-01
Cotton seed oil cake,1301160004,0.06115,INDX012019,151.5,2019-01-01
Cotton wool (medicinal),1311010018,0.00652,INDX012019,126.4,2019-01-01
Cotton woven cloth,1304020001,0.00942,INDX012019,109.9,2019-01-01
Country liquor,1302020002,0.0625,INDX012019,112.0,2019-01-01
Cranes,1318060001,0.0762,INDX012019,110.9,2019-01-01
Crankshaft,1319020008,0.02807,INDX012019,99.6,2019-01-01
Creams & Lotions for External Application,1310060007,0.02734,INDX012019,93.8,2019-01-01
Cricket Bat,1322030003,0.00206,INDX012019,142.4,2019-01-01
Cricket ball,1322030002,0.00023,INDX012019,164.8,2019-01-01
Crude Petroleum,1104000001,1.94537,INDX012019,73.6,2019-01-01
Cucumber,1101020114,0.00906,INDX012019,164.4,2019-01-01
Cumin,1101050007,0.06256,INDX012019,127.5,2019-01-01
Curtains,1304040007,0.01942,INDX012019,144.6,2019-01-01
Cycle/Cycle rickshaw tyre,1312010011,0.02371,INDX012019,114.7,2019-01-01
Cylinder liners,1319020014,0.08823,INDX012019,107.1,2019-01-01
Cylinders,1315020001,0.56456,INDX012019,128.2,2019-01-01
Deep freezers,1318080007,0.01599,INDX012019,94.7,2019-01-01
"Detergent cake, washing soap cake/bar/powder",1310060002,0.30512,INDX012019,124.5,2019-01-01
Di ammonium phosphate,1310020002,0.07425,INDX012019,147.4,2019-01-01
Diesel/Electric locomotive,1320020003,0.01891,INDX012019,141.5,2019-01-01
Digestive enzymes and antacids,1311010011,0.03613,INDX012019,123.2,2019-01-01
Domestic gas stove,1317060006,0.00949,INDX012019,112.6,2019-01-01
Drilling Machine,1318100001,0.06894,INDX012019,119.2,2019-01-01
Drumstick,1101020120,0.01823,INDX012019,269.8,2019-01-01
Dry cells such as torch light batteries,1317020001,0.04299,INDX012019,115.0,2019-01-01
Dumper,1318110002,0.06785,INDX012019,96.4,2019-01-01
Duplex paper,1308030001,0.18002,INDX012019,116.3,2019-01-01
Dye stuff/dyes incl. dye intermediates and pigments/colours,1310010003,0.22821,INDX012019,128.3,2019-01-01
EMU coaches,1320020002,0.02715,INDX012019,111.3,2019-01-01
Earth moving machinery,1318110008,0.18095,INDX012019,46.5,2019-01-01
Egg,1101040001,0.23264,INDX012019,147.9,2019-01-01
Elastic webbing,1312020006,0.00914,INDX012019,101.2,2019-01-01
Electric & other meters,1317010006,0.04345,INDX012019,95.6,2019-01-01
Electric Mixers/Grinders/Food Processors,1317060002,0.04313,INDX012019,90.6,2019-01-01
Electric Wires & Cables,1317040003,0.02157,INDX012019,112.8,2019-01-01
Electric accumulators,1317020003,0.00207,INDX012019,130.1,2019-01-01
Electric filament type lamps,1317050005,0.01471,INDX012019,109.5,2019-01-01
Electric heaters,1317060009,0.04214,INDX012019,154.0,2019-01-01
Electric insulating material,1313040002,0.20102,INDX012019,109.1,2019-01-01
Electric switch,1317050001,0.17381,INDX012019,105.1,2019-01-01
Electric switch gear control/starter,1317010007,0.02069,INDX012019,106.4,2019-01-01
Electric welding machine,1317070001,0.06077,INDX012019,97.0,2019-01-01
Electrical ballast & chokes,1317050006,0.00346,INDX012019,89.8,2019-01-01
Electrical relay/conductor,1317010010,0.1027,INDX012019,107.1,2019-01-01
Electrical resistors (except heating resistors),1317010014,0.00732,INDX012019,148.5,2019-01-01
Electrical stamping- Laminated or otherwise,1315040001,0.17896,INDX012019,96.0,2019-01-01
Electricity,1203000001,3.06409,INDX012019,110.7,2019-01-01
"Electro-diagnostic apparatus, used in medical, surgical, dental or veterinary sciences",1316070001,0.04848,INDX012019,102.9,2019-01-01
Electronic Printed Circuit Board (PCB)/micro circuit,1316010003,0.07375,INDX012019,137.4,2019-01-01
Engine,1319020001,0.83798,INDX012019,110.4,2019-01-01
"Epoxy, liquid",1310070008,0.09037,INDX012019,116.0,2019-01-01
Ethyl acetate,1310010009,0.03246,INDX012019,108.9,2019-01-01
Ethylene Oxide,1310010012,0.01294,INDX012019,108.7,2019-01-01
Evaporator,1318140006,0.08073,INDX012019,120.7,2019-01-01
Excavator,1318110001,0.06463,INDX012019,107.5,2019-01-01
Explosive,1310070011,0.08728,INDX012019,128.5,2019-01-01
"Fabric, polyethylene",1304020005,0.05304,INDX012019,119.1,2019-01-01
"Fabrics/cloth, rayon",1304020006,0.08362,INDX012019,116.5,2019-01-01
Face/Body Powder,1310060008,0.00413,INDX012019,155.3,2019-01-01
Fan,1317060005,0.0508,INDX012019,116.9,2019-01-01
Fatty acid,1310010001,0.02257,INDX012019,96.0,2019-01-01
Ferrochrome,1314010002,0.11195,INDX012019,117.1,2019-01-01
Ferromanganese,1314010003,0.02589,INDX012019,124.2,2019-01-01
Ferrosilicon,1314010004,0.02314,INDX012019,99.9,2019-01-01
Fibre Optic Cables,1317030001,0.13327,INDX012019,128.8,2019-01-01
Fibre glass incl. sheet,1313010003,0.03063,INDX012019,128.1,2019-01-01
Filter element,1319020017,0.0503,INDX012019,97.3,2019-01-01
Filtration equipment,1318080004,0.13412,INDX012019,118.9,2019-01-01
Fish frozen/canned/processed,1301020002,0.14067,INDX012019,144.0,2019-01-01
Fish-Inland,1101040002,0.525,INDX012019,149.1,2019-01-01
Fish-Marine,1101040003,0.42182,INDX012019,138.0,2019-01-01
"Fishing vessels, trawlers",1320010001,0.1134,INDX012019,160.7,2019-01-01
"Flour of cereals other than rice, wheat etc.",1301060005,0.00742,INDX012019,169.2,2019-01-01
Flourescent tube,1317050003,0.03823,INDX012019,110.1,2019-01-01
Foam and rubber mattress,1321010006,0.10674,INDX012019,171.2,2019-01-01
Fodder,1102030008,0.5314,INDX012019,132.7,2019-01-01
Football,1322030004,0.00562,INDX012019,131.1,2019-01-01
Forged Steel Rings,1315040002,0.20446,INDX012019,101.0,2019-01-01
Foundry chemical,1310070010,0.00808,INDX012019,103.4,2019-01-01
Fruit Juice including concentrates,1301030001,0.04695,INDX012019,103.7,2019-01-01
Fruit pulp,1301030002,0.03326,INDX012019,105.3,2019-01-01
"Fungicide, liquid",1310040003,0.00357,INDX012019,156.6,2019-01-01
Furnace Oil,1202000008,0.66576,INDX012019,79.3,2019-01-01
Furnaces & Ovens,1318050001,0.00837,INDX012019,78.0,2019-01-01
GP/GC sheet,1314050003,0.1126,INDX012019,118.7,2019-01-01
Galvanized iron pipes,1314080001,0.00075,INDX012019,114.8,2019-01-01
Garlic,1101050008,0.05323,INDX012019,41.9,2019-01-01
Garnet,1103020003,0.00139,INDX012019,297.8,2019-01-01
Gasket kit,1318030005,0.04124,INDX012019,101.2,2019-01-01
Gaur Seed,1102030005,0.10347,INDX012019,100.1,2019-01-01
Gear box and parts,1319020012,0.31546,INDX012019,105.9,2019-01-01
Gelatine,1310070006,0.02008,INDX012019,129.8,2019-01-01
Generator parts,1317010013,0.08079,INDX012019,99.6,2019-01-01
Generators & Alternators,1317010001,0.3902,INDX012019,117.1,2019-01-01
Geyser,1317060004,0.00269,INDX012019,101.9,2019-01-01
Ghee,1301050002,0.39349,INDX012019,139.4,2019-01-01
Gingelly Seed (Sesamum),1102020005,0.01201,INDX012019,171.0,2019-01-01
Ginger (Dry),1101050005,0.02098,INDX012019,164.8,2019-01-01
Ginger (Fresh),1101020105,0.02124,INDX012019,237.6,2019-01-01
Glass bottle,1313010004,0.1985,INDX012019,127.9,2019-01-01
Gloves of leather,1306020004,0.01002,INDX012019,137.3,2019-01-01
Gola & similar Cattle Feed,1301160001,0.21073,INDX012019,160.9,2019-01-01
Gold & gold ornaments,1322010001,0.96561,INDX012019,104.7,2019-01-01
Gram,1101010201,0.26377,INDX012019,147.4,2019-01-01
Gram powder (besan),1301060006,0.0959,INDX012019,143.3,2019-01-01
Granite,1313070001,0.15735,INDX012019,121.7,2019-01-01
Grapes,1101020208,0.04932,INDX012019,118.8,2019-01-01
Graphite rod,1313080001,0.16911,INDX012019,122.2,2019-01-01
Grinding or polishing machine,1318100002,0.02477,INDX012019,116.6,2019-01-01
Groundnut Oil,1301040005,0.05834,INDX012019,112.6,2019-01-01
Groundnut Seed,1102020001,0.26876,INDX012019,123.8,2019-01-01
Guava,1101020210,0.0456,INDX012019,324.9,2019-01-01
Gur,1301090004,0.02354,INDX012019,123.4,2019-01-01
